,topic_id,topic_description,doc_url,human_judgement
10,13,"Find a printable worksheet or activity sheet that helps students practice drawing basic Lewis dot diagrams for simple molecules like H2O, O2, and H2. The worksheet should be suitable for 7th/8th grade students and include clear instructions.",https://www.chemistryathome.de/valenzstrichformeln/,0.0
11,13,"Find a printable worksheet or activity sheet that helps students practice drawing basic Lewis dot diagrams for simple molecules like H2O, O2, and H2. The worksheet should be suitable for 7th/8th grade students and include clear instructions.",https://knowunity.de/knows/chemie-lewis-formel-d10e7a66-ddbe-4ab8-8217-38c461184a39,0.0
12,13,"Find a printable worksheet or activity sheet that helps students practice drawing basic Lewis dot diagrams for simple molecules like H2O, O2, and H2. The worksheet should be suitable for 7th/8th grade students and include clear instructions.",https://www.lncu.de/?cmd=courseManager&mod=contentText&action=attempt&courseId=43&unitId=208&contentId=565,0.0
13,13,"Find a printable worksheet or activity sheet that helps students practice drawing basic Lewis dot diagrams for simple molecules like H2O, O2, and H2. The worksheet should be suitable for 7th/8th grade students and include clear instructions.",https://www.sofatutor.com/chemie/modelle-formeln-und-konzepte/formeln-darstellungen-und-berechnungen/molekueldarstellungen-in-lewis-formeln,1.0
14,13,"Find a printable worksheet or activity sheet that helps students practice drawing basic Lewis dot diagrams for simple molecules like H2O, O2, and H2. The worksheet should be suitable for 7th/8th grade students and include clear instructions.",https://bento.me/clz3xhkry05dxu301rna0igzp,0.0
15,13,"Find a printable worksheet or activity sheet that helps students practice drawing basic Lewis dot diagrams for simple molecules like H2O, O2, and H2. The worksheet should be suitable for 7th/8th grade students and include clear instructions.",https://www.youtube.com/watch?v=z7ONpp7miQ4,0.0
16,13,"Find a printable worksheet or activity sheet that helps students practice drawing basic Lewis dot diagrams for simple molecules like H2O, O2, and H2. The worksheet should be suitable for 7th/8th grade students and include clear instructions.",https://eduki.com/de/unterricht/281/chemie/modelle-formeln-konzepte/formeln-darstellungen-berechnungen/molekueldarstellung-in-lewis-formeln,0.0
17,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.leifichemie.de/anorganische-verbindungen/molekular-gebaute-stoffe/grundwissen/elektronegativitaet-und-polare-elektronenpaarbindungen,1.0
18,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.sofatutor.com/chemie/videos/edelgaskonfiguration-einfuehrung,0.0
19,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.studysmarter.de/schule/chemie/anorganische-chemie/oktettregel/,1.0
20,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://lehrerfortbildung-bw.de/u_matnatech/chemie/gym/bp2004/fb2/modul7/4_bspl/2_cart/1_atom/,1.0
21,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://simpleclub.com/lessons/chemie-lewis-formel-elektronenformel,0.0
22,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.chemweb.ch/el/a.htm,0.0
23,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://offenes-lernen.de/?p=5990,0.0
24,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://lehrerfortbildung-bw.de/u_matnatech/chemie/bs/6bg/6bg2/1_lpe8/3atom/knetmodelle/,1.0
25,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.mnu.de/fachbereiche/didaktischer-pruefstand/658-oktett-erweiterung-oder-konsequentes-anwenden-der-oktettregel,0.0
26,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://mathegym.de/chemie/molekuelbindungen/uebung/g/4710,0.0
27,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.w-hoelzel.de/chemie/09-klasse/1-vom-atombau-bis-zmks/3-edelgasregel-oktettregel,0.0
28,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://studyflix.de/chemie/oktettregel-1603,1.0
29,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.lernort-mint.de/chemie/allgemeine-chemie/zusammenhalt-zwischen-atomen/oktettregel-bindungsbildung-und-edelgaskonfiguration/,0.0
30,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.youtube.com/watch?v=Tv1mYcEu3lA,0.0
31,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://studyflix.de/chemie/oktettregel-1603/video,1.0
32,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.youtube.com/watch?v=tVEMf41viaU,0.0
33,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://easy-schule.de/oktettregel/,0.0
34,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.schuelerhilfe.de/online-lernen/11-chemie/2783-kation-anion-und-edelgaskonfiguration,0.0
35,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.youtube.com/watch?v=vNNRUNdigW4,0.0
36,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://www.tutory.de/entdecken/dokument/ubungen-zur-elektronenpaarbindung,1.0
37,18,"Find innovative approaches to help struggling students understand the octet rule and noble gas configuration. Look for teaching strategies that use visualization, games, or other interactive methods suitable for different learning styles in middle school.",https://studyflix.de/chemie/edelgase-2260,1.0
38,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.youtube.com/watch?v=s29DKnus82s,0.0
39,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://lp.uni-goettingen.de/get/text/2191,0.0
40,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.chemieexperimente.de/topic-09.html,1.0
41,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://bildungsserver.hamburg.de/schulfaecher/mint/chemie/chemie-themen/chemie-themen-sek-i/chemische-bindungen-und-verbindungen,1.0
42,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://simpleclub.com/lessons/chemie-grundlagen-zur-ionenbindung,0.0
43,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.cup.uni-muenchen.de/ac/kluefers/homepage/L_pelham1.html,0.0
44,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.lncu.de/?cmd=courseManager&mod=contentText&action=attempt&courseId=43&unitId=207&contentId=560,1.0
45,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.studysmarter.de/studium/chemie-studium/theoretische-chemie/chemische-bindungstheorie/,0.0
46,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.deinchemielehrer.de/schuelerspezial/bindungsarten.htm,1.0
47,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.lecturio.de/artikel/medizin/chemische-bindungsarten/,0.0
48,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.fachreferent-chemie.de/materialien/bindungstypen-2/,0.0
49,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.bildungsserver.de/elixier/elixier2_list.php?feldinhalt1=Ionenbindung&bool1=and,0.0
50,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.leifichemie.de/aufbau-der-materie/bindungen/grundwissen/bindungsarten-im-ueberblick,1.0
51,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://m.youtube.com/watch?v=PsR-HRiGAzA&t=17s,0.0
52,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://studyflix.de/chemie/chemische-bindungsarten-271,0.0
53,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.sofatutor.com/chemie/videos/ionenbindung-bindung-der-salze,0.0
54,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://simpleclub.com/lessons/chemie-grundlagen-zur-atombindung,0.0
55,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.youtube.com/watch?v=ESEMV37MAX8,0.0
56,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.bildungsserver.de/elixier/elixier2_list.php?feldinhalt1=Chemische+Bindung&bool1=and&mtz=10&von=1,0.0
57,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.hagemann.de/schulfaecher/chemie/,0.0
58,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.ingenieurkurse.de/baustofftechnik-1/mikrostruktur-von-baustoffen/bindungsarten/kovalente-bindung.html,0.0
59,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://schulportal.de/?cmd=suche&s=Atombindung&smd[f][]=11&smd[ks][]=900,0.0
60,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://knowunity.de/knows/chemie-chemische-bindungen-lernzettel-0c1ee420-eedd-4856-a2ca-8ce9a24ca8ae,0.0
61,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://learnattack.de/schuelerlexikon/chemie/chemische-bindung,0.0
62,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://de.wikipedia.org/wiki/Chemische_Bindung,0.0
63,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.youtube.com/watch?v=n6Dr3qY7c6M&pp=ygUPI2VsZWt0cm9uZW5wYWFy,0.0
64,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.spektrum.de/lexikon/physik/chemische-bindung/2337,0.0
65,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://onlinelibrary.wiley.com/doi/full/10.1002/ckon.201900061,0.0
66,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.raabe.de/unterrichtsmaterial/naturwissenschaften/chemie/41497/ein-gruppenpuzzle-zu-chemischen-bindungen,0.0
67,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://lehrerfortbildung-bw.de/u_matnatech/chemie/bs/6bg/6bg2/1_lpe8/6ueben_vertiefen/3bindungsarten/,1.0
68,14,Find a classroom demonstration or experiment using household materials that shows the difference between ionic and covalent bonds. The activity should take no more than 15 minutes of class time and be safe for middle school students to observe.,https://www.leichter-unterrichten.com/category/chemie/chemische-bindung/,1.0
69,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.schlaukopf.de/realschule/klasse8/chemie/,0.0
70,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.leifichemie.de/aufbau-der-materie/bindungen,0.0
71,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.gida.de/testcenter/chemie/chem-dvd017/aufgabe_07.htm,1.0
72,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://lehrerfortbildung-bw.de/u_matnatech/chemie/bs/6bg/6bg2/1_lpe8/6ueben_vertiefen/4ab/,1.0
73,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.4teachers.de/?action=show&id=7115&page=0,1.0
74,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.lecturio.de/artikel/medizin/chemische-bindungsarten/,0.0
75,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.lernhelfer.de/schuelerlexikon/chemie/artikel/atombindung,0.0
76,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.leifichemie.de/aufbau-der-materie/bindungen/grundwissen/bindungsarten-im-ueberblick,0.0
77,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://m.youtube.com/watch?v=PsR-HRiGAzA&t=17s,0.0
78,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://quizizz.com/admin/quiz/5ea7e80767e3aa001b63c157/chemische-bindungen,1.0
79,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.chemieseiten.de/?cat=791,1.0
80,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://studyflix.de/chemie/chemische-bindungsarten-271,1.0
81,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://evulpo.com/de/ch/dashboard/lesson/ch-de-c-sek-03structureofmatter-04chemicalbond-03comparisonofchemicalbonds,0.0
82,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.youtube.com/watch?v=PDWroL_ofC4,0.0
83,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://de.serlo.org/chemie/155751/aufgaben-zu-chemischen-bindungen,2.0
84,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www2.chemie.uni-erlangen.de/projects/vsc/chemie-mediziner-neu/bindung/aufgaben/bindung00.html,1.0
85,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.lncu.de/?cmd=courseManager&mod=contentText&action=attempt&courseId=43&unitId=208&contentId=565,1.0
86,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.lernort-mint.de/aufgaben/chemie-test-bindungstypen/,1.0
87,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.schlaukopf.de/gymnasium/klasse8/chemie/,0.0
88,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.study-hamnat.de/backend/ueben/aufgabe/id/791/uid/29,2.0
89,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.gutefrage.net/frage/chemische-bindung-aufgaben,0.0
90,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.lncu.de/?cmd=courseManager&mod=course&action=learn&courseId=43,1.0
91,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://de.khanacademy.org/science/biology/chemistry--of-life/chemical-bonds-and-reactions/e/chemical-bonds,1.0
92,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://learnattack.de/chemie/chemische-bindungen,0.0
93,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.schule-bw.de/faecher-und-schularten/berufliche-bildung/ernaehrungslehre/unterrichtsmaterialien/handreichungen/handreichung_ernaehrung_und_chemie/eingangsklasse/lpe4/lpe0408,1.0
94,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://www.schlaukopf.de/gymnasium/klasse9/chemie/chemischebindungen,1.0
95,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://abitur-wissen.org/index.php/anorganische-chemie/268-anorganische-chemie-vergleich-von-ionenbindung-und-atombindung,0.0
96,15,Find a formative assessment tool or quiz template for testing students' understanding of the differences between ionic and covalent bonds. It should be appropriate for 7th/8th grade and include visual elements like diagrams or models.,https://lehrerfortbildung-bw.de/u_matnatech/chemie/bs/6bg/6bg2/1_lpe8/3atom/ab/,1.0
97,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://www.leifichemie.de/anorganische-verbindungen/molekular-gebaute-stoffe/grundwissen/elektronegativitaet-und-polare-elektronenpaarbindungen,1.0
98,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://schulportal.de/?cmd=suche&s=Elektronenpaarbindung&smd[f][]=11&smd[ks][]=900,1.0
99,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://chemiezauber.de/inhalt/q1/aufbau-der-materie.html,1.0
100,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://www.cup.uni-muenchen.de/ac/kluefers/homepage/L_pelham1.html,0.0
101,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://de.wikibooks.org/wiki/Lehrbuch_der_Biochemie:_Grundlagen:_Chemische_Bindungen,0.0
102,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://www.u-helmich.de/che/EF/atom/atombau05.html,1.0
103,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://anthrowiki.at/Chemische_Bindung,0.0
104,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://www.meinunterricht.de/arbeitsblaetter/dokument/die-polare-elektronenpaarbindung-a-65f06bab2d8453b439ba91f7/,0.0
105,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://simpleclub.com/lessons/chemie-umbau-der-teilchen-und-bindungen,0.0
106,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://www.leifichemie.de/aufbau-der-materie/bindungen/grundwissen/bindungsarten-im-ueberblick,1.0
107,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://m.youtube.com/watch?v=PsR-HRiGAzA&t=17s,1.0
108,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://www.bildungsserver.de/elixier/elixier2_list.php?feldinhalt1=Chemische+Bindung&bool1=and,0.0
109,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://simpleclub.com/lessons/chemie-bindungstypen-im-abi,1.0
110,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://www.raabe.de/unterrichtsmaterial/naturwissenschaften/chemie/41693/chemische-bindungen,0.0
111,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://bildungsserver.hamburg.de/schulfaecher/mint/chemie/chemie-themen/chemie-themen-sek-i/organische-chemie,0.0
112,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://knowunity.de/knows/chemie-chemische-bindungstypen-050e7844-556e-46bf-8c55-e62dff76406e,0.0
113,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://www.sofatutor.com/chemie/videos/hinweise-zur-chemischen-bindung,0.0
114,16,"Explore different ways to introduce the concept of electron sharing and transfer to 7th/8th grade students without using complex terminology. Look for analogies, real-world connections, or interactive activities that make these abstract concepts more concrete.",https://www.youtube.com/watch?v=r2kTUpLM8WA,1.0
